uniprot_id	dataset	genomic_accession	species	strain	genomic_context	intergenic_distance	receptor_id	grp_identical_proteins	rep_sequence	receptor_family	r_start	r_end	r_strand	TPR_hmm_name	TPR_hmm_accession	TPR_hmm_coverage	TPR_hmm_evalue	HTH_hmm_name	HTH_hmm_accession	HTH_hmm_coverage	HTH_hmm_evalue	homologous_ref_receptor	blastp_evalue	perc_identity	perc_cover	propeptide_id	p_start	p_end	p_strand	p_RBS_bin	p_RBS_motif	p_RBS_spacer	Prediction	propeptide_score	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS_Position	qss_id	genetic_element	Phaster_prophage_prediction	prophage_region	taxid	lineage	class	order	family	genus
A0A5C0WME3	Firmicutes	CP043404.1	Bacillus safensis	PgKB20	(<= <====)	2	QEK65378.1	Cluster 10769	True	subfam_01_Rap	3573821	3574912	-	3q15B00-i1	-	96	1.7E-81					RapA_[B._subtilis]	2.65E-36	28.338	94.2	QEK65377.1	3573684	3573818	-				SP(Sec/SPI)	0.955069	0.955069	0.020056	0.018746	0.00613	CS pos: 28-29. TQA-DA. Pr: 0.6247	4248	chromosome			561879	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A5C0WCZ0	Firmicutes	CP043404.1	Bacillus safensis	PgKB20	(<= <====)	-4	QEK62000.1	Cluster 9759	True	subfam_01_Rap	156087	157190	-	3q15B00-i1	-	96.6	2.8E-89					RapA_[B._subtilis]	1.74E-45	29.315	96.3	QEK61999.1	155974	156090	-				SP(Sec/SPI)	0.854063	0.854063	0.002285	0.067453	0.076199	CS pos: 25-26. INS-SN. Pr: 0.4959	4242	chromosome			561879	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A5C0WEH4	Firmicutes	CP043404.1	Bacillus safensis	PgKB20	(<= <====)	-11	QEK62177.1	Cluster 8889	False	subfam_01_Rap	321143	322261	-	3q15B00-i1	-	98.7	1.9E-121					RapA_[B._subtilis]	7.46E-102	43.7	98.7	QEK62176.1	320977	321153	-				SP(Sec/SPI)	0.750839	0.750839	0.000906	0.17511	0.073145	CS pos: 20-21. STA-ET. Pr: 0.2706	4245	chromosome			561879	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A1L6ZEG5	Firmicutes	CP015607.1	Bacillus safensis	U14-5	(====> =>)	-4	APT44890.1	Cluster 9650	True	subfam_01_Rap	467769	468875	+	3q15B00-i1	-	96.6	2.1E-90					RapA_[B._subtilis]	7.89E-47	30.055	96.3	smallORF38067	468872	468988	+	27	AGGAGG	7	SP(Sec/SPI)	0.819923	0.819923	0.002704	0.102867	0.074506	CS pos: 25-26. INS-SN. Pr: 0.4043	9965	chromosome			561879	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A1L6ZIK7	Firmicutes	CP015607.1	Bacillus safensis	U14-5	(====> =>)	-4	APT46375.1	Cluster 8360	True	subfam_01_Rap	2180903	2182030	+	3q15B00-i1	-	97.1	7.2E-103					RapA_[B._subtilis]	5.01E-66	35.054	96.6	smallORF38053	2182027	2182149	+	23	GGAGG	4	SP(Sec/SPI)	0.411668	0.411668	0.002689	0.405467	0.180176	CS pos: 21-22. GWS-LD. Pr: 0.1470	9967	chromosome			561879	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A5C0WCZ0	Firmicutes	CP043404.1	Bacillus safensis	PgKB20	(=> <====)	389	QEK62000.1	Cluster 9759	True	subfam_01_Rap	156087	157190	-	3q15B00-i1	-	96.6	2.8E-89					RapA_[B._subtilis]	1.74E-45	29.315	96.3	smallORF74897	155593	155697	+	22	AGGAG	6	SP(Sec/SPI)	0.675827	0.675827	0.00883	0.062558	0.252785	CS pos: 25-26. IKR-GT. Pr: 0.0693	12840	chromosome			561879	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus safensis	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A5K1KRS0	Firmicutes	CP012482.1	Bacillus altitudinis	NJ-V2	(<= <====)	16	ALM44010.1	Cluster 11010	False	subfam_01_Rap	343467	344552	-	3q15B00-i1	-	95.2	1.2E-72					RapA_[B._subtilis]	2.29E-33	29.121	94.2	smallORF27592	343298	343450	-	16	GGAG	6	SP(Sec/SPI)	0.667168	0.667168	0.008742	0.290649	0.033441	CS pos: 34-35. AQS-QD. Pr: 0.3051	9611	chromosome			293387	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus altitudinis complex;s__Bacillus altitudinis	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A5K1KVV2	Firmicutes	CP012482.1	Bacillus altitudinis	NJ-V2	(====> =>)	20	ALM45491.1	Cluster 11222	False	subfam_01_Rap	1870828	1871907	+	3q15B00-i1	-	96.6	2.6E-80					RapA_[B._subtilis]	9.25E-39	28.889	93.7	ALM45492.1	1871928	1872131	+				SP(Sec/SPI)	0.723	0.723	0.002393	0.26037	0.014238	CS pos: 25-26. SRG-MT. Pr: 0.4498	1869	chromosome	incomplete(50)	1833671-1875374	293387	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus altitudinis complex;s__Bacillus altitudinis	Bacilli	Bacillales	Bacillaceae	Bacillus
Q6EZI3	Firmicutes	AE017336.2	Bacillus anthracis	Ames Ancestor; A2084	(====> =>)	-4	AAT35494.1	Cluster 10291	True	subfam_01_Rap	172308	173402	+	3q15B00-i1	-	97.1	7.6E-95					RapA_[B._subtilis]	7.33E-32	27.35	91	smallORF646	173399	173539	+	27	AGGAGG	7	SP(Sec/SPI)	0.87374	0.87374	0.003425	0.085193	0.037642	CS pos: 32-33. ALS-ED. Pr: 0.3318	7816	plasmid			261594	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus anthracis;x__Bacillus anthracis str. 'Ames Ancestor'	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A6L8P236	Firmicutes	AE016879.1	Bacillus anthracis	Ames	(<= <====)	-4	AAP27505.1	Cluster 11218	True	subfam_01_Rap	3457062	3458141	-	3q15B00-i1	-	94.7	3.5E-80					RapA_[B._subtilis]	1.11E-18	25	95	AAP27504.1	3456916	3457065	-				SP(Sec/SPI)	0.884418	0.884418	0.015171	0.078542	0.021869	CS pos: 30-31. KSA-AP. Pr: 0.4805	16	chromosome	intact(100)	3451327-3524718	198094	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus anthracis;x__Bacillus anthracis str. Ames	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A6H3ABQ7	Firmicutes	AE016879.1	Bacillus anthracis	Ames	(====> =>)	-1	AAP27063.1	Cluster 8975	True	subfam_01_Rap	3021253	3022368	+	3q15B00-i1	-	96	4E-89					RapA_[B._subtilis]	2.6E-20	25.298	85.7	AAP27064.1	3022368	3022529	+				SP(Sec/SPI)	0.988185	0.988185	0.006952	0.002507	0.002356	CS pos: 27-28. SKA-DQ. Pr: 0.9515	15	chromosome			198094	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus anthracis;x__Bacillus anthracis str. Ames	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A5B8PT60	Firmicutes	CP031778.1	Bacillus cereus	Co1-1	(<= <====)	19	QDZ76871.1	Cluster 11741	True	subfam_01_Rap	5557609	5558673	-	3q15B00-i1	-	93.7	7.8E-65					RapA_[B._subtilis]	5.57E-13	23.743	93.1	smallORF74513	5557458	5557589	-	22	AGGAG	8	SP(Sec/SPI)	0.734507	0.734507	0.006361	0.034227	0.224905	CS pos: 27-28. AYT-VV. Pr: 0.4192	11753	chromosome			1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A5P9Y049	Firmicutes	CP045606.2	Bacillus cereus	SB1	(<= <====)	1	QFX99749.1	Cluster 10919	True	subfam_01_Rap	2060176	2061264	-	3q15B00-i1	-	93.9	7.2E-84					RapA_[B._subtilis]	2.03E-22	26.705	91	smallORF78028	2060037	2060174	-	19	AGGGGG	8	SP(Sec/SPI)	0.726361	0.726361	0.002871	0.232073	0.038695	CS pos: 32-33. VSS-EE. Pr: 0.2900	12969	chromosome	incomplete(60)	2042332-2061264	1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A2H2WIM5	Firmicutes	CP020938.1	Bacillus cereus	BC-AK	(<= <====)	-1	ARO21432.1	Cluster 10089	True	subfam_01_Rap	126997	128094	-	3q15B00-i1	-	97.1	1.2E-94					RapA_[B._subtilis]	1.1E-24	24.654	93.4	ARO21431.1	126848	126997	-				SP(Sec/SPI)	0.891407	0.891407	0.004572	0.055567	0.048454	CS pos: 26-27. LHT-EN. Pr: 0.3628	2525	plasmid			1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A7D3Y3L0	Firmicutes	CP053961.1	Bacillus cereus	FDAARGOS_802	(<= <====)	-1	QKG98724.1	Cluster 10400	False	subfam_01_Rap	50016	51110	-	3q15B00-i1	-	96.8	2.7E-85					RapA_[B._subtilis]	3.33E-21	24.031	97.9	QKG98723.1	49858	50016	-				SP(Sec/SPI)	0.945596	0.945596	0.011968	0.037096	0.00534	CS pos: 27-28. SQS-DS. Pr: 0.3479	4987	plasmid			1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A0E1MKG4	Firmicutes	CP020937.1	Bacillus cereus	BC-AK	(<= <====)	-4	ARO19167.1	Cluster 10080	False	subfam_01_Rap	3276910	3278004	-	3q15B00-i1	-	95.8	1.7E-80					RapA_[B._subtilis]	2E-15	23.333	94.2	smallORF42103	3276779	3276913	-	15	AGGA	10	SP(Sec/SPI)	0.771613	0.771613	0.002366	0.079127	0.146895	CS pos: 25-26. VVS-KE. Pr: 0.4500	10533	chromosome			1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A5P9Y049	Firmicutes	CP045606.2	Bacillus cereus	SB1	(<==== <=)	389	QFX99749.1	Cluster 10919	True	subfam_01_Rap	2060176	2061264	-	3q15B00-i1	-	93.9	7.2E-84					RapA_[B._subtilis]	2.03E-22	26.705	91	smallORF78032	2061654	2061701	-	15	AGGA	6	SP(Sec/SPI)	0.326822	0.326822	0.032667	0.322405	0.318106	CS pos: ?. Probable protein fragment	12970	chromosome			1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A2K8U1H8	Firmicutes	CP024658.1	Bacillus cereus	MLY1	(====> =>)	-4	AUB67242.1	Cluster 9896	True	subfam_01_Rap	53247	54347	+	3q15B00-i1	-	96.8	3.6E-79					RapA_[B._subtilis]	4.46E-21	23.864	91	AUB67243.1	54344	54478	+				SP(Sec/SPI)	0.868811	0.868811	0.008265	0.059768	0.063156	CS pos: 29-30. TDS-KQ. Pr: 0.3091	2908	plasmid			1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A6I7EEE1	Firmicutes	CP028016.2	Bacillus cereus	SGAir0260	(====> =>)	-4	QHV47718.1	Cluster 10511	False	subfam_01_Rap	7484	8578	+	3q15B00-i1	-	97.1	1.2E-88					RapA_[B._subtilis]	8.98E-30	26.944	93.9	QMT27572.1	8575	8715	+				SP(Sec/SPI)	0.73445	0.73445	0.004062	0.21922	0.042268	CS pos: 32-33. ISA-EK. Pr: 0.4919	3124	plasmid			1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A158RUN4	Firmicutes	CP001407.1	Bacillus cereus	03BB102	(====> =>)	-1	ACO31075.1	Cluster 7194	False	subfam_01_Rap	3344266	3345360	+	3q15B00-i1	-	95.8	4.9E-90									ACO30322.1	3345360	3345497	+				SP(Sec/SPI)	0.82452	0.82452	0.002181	0.095113	0.078186	CS pos: 29-30. DVA-LN. Pr: 0.1206	830	chromosome			572264	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus 03BB102	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A158RJR9	Firmicutes	CP001407.1	Bacillus cereus	03BB102	(====> =>)	-4	ACO27373.1	Cluster 6598	False	subfam_01_Rap	959479	960588	+	3q15B00-i1	-	96	4.7E-84					RapA_[B._subtilis]	2.7E-20	24.397	97.4	ACO26764.1	960585	960722	+				SP(Sec/SPI)	0.711055	0.711055	0.001456	0.238471	0.049019	CS pos: 25-26. VST-DQ. Pr: 0.3682	826	chromosome			572264	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus 03BB102	Bacilli	Bacillales	Bacillaceae	Bacillus
C2NVB0	Firmicutes	CM000717.1	Bacillus cereus	172560W	(====> =>)	0	EEK63364.1	Cluster 10056	False	subfam_01_Rap	949413	950510	+	3q15B00-i1	-	97.6	5.8E-90					RapA_[B._subtilis]	1.3E-18	24.324	95.2	EEK63365.1	950511	950714	+				SP(Sec/SPI)	0.90993	0.90993	0.001256	0.081428	0.007387	CS pos: 29-30. QHA-LN. Pr: 0.3594	459	chromosome			526967	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus 172560W	Bacilli	Bacillales	Bacillaceae	Bacillus
C2P4I8	Firmicutes	CM000717.1	Bacillus cereus	172560W	(====> =>)	-4	EEK60149.1	Cluster 10316	True	subfam_01_Rap	4133548	4134642	+	3q15B00-i1	-	96.6	6.1E-90					RapA_[B._subtilis]	6.64E-27	25.549	94.4	smallORF4778	4134639	4134767	+	22	AGGAG	7	SP(Sec/SPI)	0.734904	0.734904	0.001216	0.252426	0.011454	CS pos: 29-30. TQS-TV. Pr: 0.2826	8197	chromosome			526967	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus 172560W	Bacilli	Bacillales	Bacillaceae	Bacillus
C2P7P3	Firmicutes	CM000717.1	Bacillus cereus	172560W	(====> =>)	-4	EEK58914.1	Cluster 9531	True	subfam_01_Rap	5215216	5216325	+	3q15B00-i1	-	97.1	7.5E-90					RapA_[B._subtilis]	2.22E-16	24.1	93.8	smallORF4781	5216322	5216453	+	27	AGGAGG	7	SP(Sec/SPI)	0.703165	0.703165	0.001822	0.259685	0.035329	CS pos: 27-28. TET-HK. Pr: 0.2029	8199	chromosome			526967	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus 172560W	Bacilli	Bacillales	Bacillaceae	Bacillus
C2Z018	Firmicutes	CM000739.1	Bacillus cereus	AH1271	(====> =>)	-1	EEL79182.1	Cluster 10340	True	subfam_01_Rap	5060680	5061774	+	3q15B00-i1	-	97.4	1E-83					RapA_[B._subtilis]	1.62E-18	24.1	94.4	EEL79183.1	5061774	5062013	+				SP(Sec/SPI)	0.734673	0.734673	0.001686	0.245748	0.017893	CS pos: 27-28. TES-NQ. Pr: 0.2282	579	chromosome			526992	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus AH1271	Bacilli	Bacillales	Bacillaceae	Bacillus
B7HXS4	Firmicutes	CP001177.1	Bacillus cereus	AH187	(====> =>)	-4	ACJ77282.1	Cluster 9741	True	subfam_01_Rap	3062411	3063514	+	3q15B00-i1	-	94.4	2.3E-73					RapA_[B._subtilis]	0.00000000147	23.873	96	ACJ80182.1	3063511	3063798	+				SP(Sec/SPI)	0.920883	0.920883	0.007138	0.049865	0.022114	CS pos: 33-34. GHA-HF. Pr: 0.5051	798	chromosome			405534	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus AH187	Bacilli	Bacillales	Bacillaceae	Bacillus
B7HZ83	Firmicutes	CP001177.1	Bacillus cereus	AH187	(====> =>)	-4	ACJ77882.1	Cluster 10304	True	subfam_01_Rap	3279233	3280327	+	3q15B00-i1	-	96.6	1.9E-83					RapA_[B._subtilis]	4.93E-20	24.863	94.2	ACJ77311.1	3280324	3280512	+				SP(Sec/SPI)	0.969629	0.969629	0.003896	0.012496	0.013979	CS pos: 33-34. SHA-DF. Pr: 0.7627	799	chromosome			405534	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus AH187	Bacilli	Bacillales	Bacillaceae	Bacillus
B7JU66	Firmicutes	CP001285.1	Bacillus cereus	AH820	(<= <====)	180	ACK92778.1	Cluster 12241	True	subfam_01_Rap	265001	266035	-	3q15B00-i1	-	87.6	1.3E-83					RapA_[B._subtilis]	3.56E-30	28.859	78.8	smallORF3159	264686	264820	-	22	AGGAG	7	SP(Sec/SPI)	0.844032	0.844032	0.001972	0.117794	0.036202	CS pos: 25-26. NTA-KT. Pr: 0.2657	8575	plasmid			405535	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus AH820	Bacilli	Bacillales	Bacillaceae	Bacillus
B7JCU9	Firmicutes	CP001283.1	Bacillus cereus	AH820	(====> =>)	-1	ACK92531.1	Cluster 10882	True	subfam_01_Rap	1050152	1051240	+	3q15B00-i1	-	96.6	1.5E-92					RapA_[B._subtilis]	3.26E-20	24.931	94.4	ACK90129.1	1051240	1051443	+				SP(Sec/SPI)	0.934132	0.934132	0.002192	0.034589	0.029086	CS pos: 27-28. AIA-LN. Pr: 0.6381	820	chromosome			405535	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus AH820	Bacilli	Bacillales	Bacillaceae	Bacillus
Q74NU6	Firmicutes	AE017195.1	Bacillus cereus	ATCC 10987	(<= <====)	-4	AAS44998.1	Cluster 9536	False	subfam_01_Rap	130663	131757	-	3q15B00-i1	-	97.1	3.1E-97					RapA_[B._subtilis]	1.87E-33	26.781	91	AAS44997.1	130526	130666	-				SP(Sec/SPI)	0.990378	0.990378	0.002138	0.004053	0.003432	CS pos: 24-25. SHA-TD. Pr: 0.9281	22	plasmid			222523	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus ATCC 10987	Bacilli	Bacillales	Bacillaceae	Bacillus
Q735S3	Firmicutes	AE017194.1	Bacillus cereus	ATCC 10987	(====> =>)	-1	AAS41989.1	Cluster 10289	True	subfam_01_Rap	2886506	2887600	+	3q15B00-i1	-	96.3	1.9E-81					RapA_[B._subtilis]	0.0000000201	24.638	63.2	AAS41990.1	2887600	2887746	+				SP(Sec/SPI)	0.932595	0.932595	0.004012	0.058227	0.005165	CS pos: 27-28. AQS-EN. Pr: 0.6489	19	chromosome			222523	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus ATCC 10987	Bacilli	Bacillales	Bacillaceae	Bacillus
Q733Y4	Firmicutes	AE017194.1	Bacillus cereus	ATCC 10987	(====> =>)	-4	AAS42429.1	Cluster 10290	True	subfam_01_Rap	3278356	3279450	+	3ulqA00-i1	-	95	2.7E-86					RapA_[B._subtilis]	4.79E-20	23.836	94.2	AAS42430.1	3279447	3279635	+				SP(Sec/SPI)	0.938078	0.938078	0.003251	0.021558	0.037113	CS pos: 33-34. GHA-DF. Pr: 0.5686	20	chromosome			222523	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus ATCC 10987	Bacilli	Bacillales	Bacillaceae	Bacillus
Q81AP3	Firmicutes	AE016877.1	Bacillus cereus	ATCC 14579	(====> =>)	-1	AAP10452.1	Cluster 8009	False	subfam_01_Rap	3475275	3476390	+	3q15B00-i1	-	95.8	2.3E-92					RapA_[B._subtilis]	2.07E-22	25.595	85.7	AAP10453.1	3476390	3476551	+				SP(Sec/SPI)	0.80478	0.80478	0.003569	0.022362	0.16929	CS pos: 27-28. SKT-DQ. Pr: 0.1503	10	chromosome			226900	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus ATCC 14579	Bacilli	Bacillales	Bacillaceae	Bacillus
Q81E45	Firmicutes	AE016877.1	Bacillus cereus	ATCC 14579	(====> =>)	-4	AAP09114.1	Cluster 11383	True	subfam_01_Rap	2091417	2092490	+	3q15B00-i1	-	96.6	8.7E-86									AAP09115.1	2092487	2092612	+				SP(Sec/SPI)	0.936119	0.936119	0.001027	0.053975	0.008879	CS pos: 22-23. TNA-KD. Pr: 0.8367	9	chromosome			226900	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus ATCC 14579	Bacilli	Bacillales	Bacillaceae	Bacillus
Q81H01	Firmicutes	AE016877.1	Bacillus cereus	ATCC 14579	(====> =>)	-4	AAP08013.1	Cluster 9284	True	subfam_01_Rap	1007124	1008236	+	3q15B00-i1	-	96.8	1.7E-89					RapA_[B._subtilis]	4.15E-22	28.371	91	smallORF293	1008233	1008364	+	19	AGGGGG	7	SP(Sec/SPI)	0.809731	0.809731	0.001737	0.126488	0.062043	CS pos: 23-24. VYS-ST. Pr: 0.4764	7792	chromosome			226900	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus ATCC 14579	Bacilli	Bacillales	Bacillaceae	Bacillus
B7H8P5	Firmicutes	CP001176.1	Bacillus cereus	B4264	(====> =>)	-4	ACK62943.1	Cluster 10303	True	subfam_01_Rap	3390307	3391401	+	3q15B00-i1	-	96.6	2.5E-85					RapA_[B._subtilis]	5.02E-24	25.683	94.2	ACK62370.1	3391398	3391586	+				SP(Sec/SPI)	0.931163	0.931163	0.008042	0.026835	0.03396	CS pos: 33-34. GHA-DL. Pr: 0.5013	792	chromosome			405532	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus B4264	Bacilli	Bacillales	Bacillaceae	Bacillus
C2SX62	Firmicutes	CM000726.1	Bacillus cereus	BDRD-Cer4	(====> =>)	-1	EEL12895.1	Cluster 9532	True	subfam_01_Rap	887262	888371	+	3q15B00-i1	-	97.1	1.5E-90					RapA_[B._subtilis]	5.16E-10	23.978	94.7	EEL12896.1	888371	888499	+				SP(Sec/SPI)	0.722525	0.722525	0.001532	0.212729	0.063214	CS pos: 27-28. QHA-LK. Pr: 0.3491	504	chromosome			526978	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus BDRD-Cer4	Bacilli	Bacillales	Bacillaceae	Bacillus
C2SN31	Firmicutes	CM000725.1	Bacillus cereus	BDRD-ST196	(<= <====)	2	EEL04978.1	Cluster 9291	True	subfam_01_Rap	3399442	3400554	-	3q15B00-i1	-	94.7	7E-68					RapA_[B._subtilis]	0.0000000159	21.067	96	EEL04979.1	3399251	3399439	-				SP(Sec/SPI)	0.896297	0.896297	0.006408	0.073315	0.02398	CS pos: 30-31. NQA-GH. Pr: 0.3639	502	chromosome			526976	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus BDRD-ST196	Bacilli	Bacillales	Bacillaceae	Bacillus
C2SUH0	Firmicutes	CM000725.1	Bacillus cereus	BDRD-ST196	(<= <====)	-1	EEL02911.1	Cluster 10322	True	subfam_01_Rap	5469606	5470700	-	3q15B00-i1	-	96.6	9.5E-90					RapA_[B._subtilis]	2.33E-20	27.402	64.6	EEL02910.1	5469448	5469606	-				SP(Sec/SPI)	0.961931	0.961931	0.005127	0.028397	0.004544	CS pos: 27-28. SQS-DS. Pr: 0.4059	503	chromosome			526976	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus BDRD-ST196	Bacilli	Bacillales	Bacillaceae	Bacillus
C2SDR3	Firmicutes	CM000724.1	Bacillus cereus	BDRD-ST26	(<= <====)	-1	EEK97091.1	Cluster 11219	True	subfam_01_Rap	5506115	5507194	-	3q15B00-i1	-	97.9	5.5E-94					RapA_[B._subtilis]	4.45E-29	27.473	95.2	EEK97090.1	5505972	5506115	-				SP(Sec/SPI)	0.56096	0.56096	0.001816	0.358344	0.07888	CS pos: 28-29. IQT-HD. Pr: 0.2163	500	chromosome			526975	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus BDRD-ST26	Bacilli	Bacillales	Bacillaceae	Bacillus
C2SDR3	Firmicutes	CM000724.1	Bacillus cereus	BDRD-ST26	(<= <====)	-4	EEK97091.1	Cluster 11219	True	subfam_01_Rap	5506115	5507194	-	3q15B00-i1	-	97.9	5.5E-94					RapA_[B._subtilis]	4.45E-29	27.473	95.2	smallORF5152	5505972	5506118	-	16	GGAG	8	SP(Sec/SPI)	0.518021	0.518021	0.00276	0.401741	0.077478	CS pos: 29-30. IQT-HD. Pr: 0.2013	8234	chromosome			526975	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus BDRD-ST26	Bacilli	Bacillales	Bacillaceae	Bacillus
D8GX91	Firmicutes	CP001746.1	Bacillus cereus	CI	(====> =>)	-4	ADK07060.1	Cluster 6653	True	subfam_01_Rap	4218902	4220071	+	3q15B00-i1	-	96.8	3.1E-91					RapA_[B._subtilis]	1.19E-18	22.888	89.7	ADK07061.1	4220068	4220190	+				SP(Sec/SPI)	0.912751	0.912751	0.000958	0.059249	0.027041	CS pos: 24-25. VNT-QT. Pr: 0.4798	842	chromosome			637380	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus biovar anthracis;x__Bacillus cereus biovar anthracis str. CI	Bacilli	Bacillales	Bacillaceae	Bacillus
