# 2023/03/12 - 10:28 | PDB: 10.23 | UniProt: 2023.02
PDB,CHAIN,SP_PRIMARY,SUNID,SCOP_ID
1a5u,B,P11974,27035,d1a5ub1
1a5u,B,P11974,29264,d1a5ub2
1a5u,B,P11974,33118,d1a5ub3
1a5u,C,P11974,27036,d1a5uc1
1a5u,C,P11974,29265,d1a5uc2
1a5u,C,P11974,33119,d1a5uc3
1a5u,D,P11974,27037,d1a5ud1
1a5u,D,P11974,29266,d1a5ud2
1a5u,D,P11974,33120,d1a5ud3
1a5u,E,P11974,27038,d1a5ue1
1a5u,E,P11974,29267,d1a5ue2
1a5u,E,P11974,33121,d1a5ue3
1a5u,F,P11974,27039,d1a5uf1
1a5u,F,P11974,29268,d1a5uf2
1a5u,F,P11974,33122,d1a5uf3
1a5u,G,P11974,27040,d1a5ug1
1a5u,G,P11974,29269,d1a5ug2
1a5u,G,P11974,33123,d1a5ug3
1a5u,H,P11974,27041,d1a5uh1
1a5u,H,P11974,29270,d1a5uh2
1a5u,H,P11974,33124,d1a5uh3
1a5v,A,O92956,33629,d1a5va_
1a5w,A,O92956,33632,d1a5wa_
1a5x,A,O92956,33630,d1a5xa_
1a5y,A,P18031,32673,d1a5ya_
1a5z,A,P16115,30181,d1a5za1
1a5z,A,P16115,42148,d1a5za2
1a61,H,P00734,26122,d1a61.1
1a61,L,P00734,26122,d1a61.1
1a62,A,P0AG30,64708,d1a62a1
1a62,A,P0AG30,64709,d1a62a2
1a63,A,P0AG30,64710,d1a63a1
1a63,A,P0AG30,64711,d1a63a2
1a64,A,P08921,19750,d1a64a_
1a64,B,P08921,19751,d1a64b_
1a65,A,Q9Y780,23148,d1a65a1
1a65,A,Q9Y780,23149,d1a65a2
1a65,A,Q9Y780,23150,d1a65a3
1a66,A,O95644,22441,d1a66a_
1a67,A,P01038,38000,d1a67a_
1a68,A,Q16968,38639,d1a68a_
1a69,A,P0ABP8,33781,d1a69a_
1a69,B,P0ABP8,33782,d1a69b_
1a69,C,P0ABP8,33783,d1a69c_
1a6a,A,P01903,21615,d1a6aa1
1a6a,A,P01903,38189,d1a6aa2
1a6a,B,P01911,21616,d1a6ab1
1a6a,B,P01911,38190,d1a6ab2
1a6b,B,P03332,45172,d1a6bb_
1a6c,A,Q88894,23296,d1a6ca1
1a6c,A,Q88894,23297,d1a6ca2
1a6c,A,Q88894,23298,d1a6ca3
1a6d,A,P48424,19488,d1a6da1
1a6d,A,P48424,30819,d1a6da2
1a6d,A,P48424,38936,d1a6da3
1a6d,B,P48425,19489,d1a6db1
1a6d,B,P48425,30820,d1a6db2
1a6d,B,P48425,38937,d1a6db3
1a6e,A,P48424,19490,d1a6ea1
1a6e,A,P48424,30822,d1a6ea2
1a6e,A,P48424,38938,d1a6ea3
1a6e,B,P48425,19491,d1a6eb1
1a6e,B,P48425,30823,d1a6eb2
1a6e,B,P48425,38939,d1a6eb3
1a6f,A,P25814,37564,d1a6fa_
1a6g,A,P02185,15021,d1a6ga_
1a6i,A,P0ACT4,16066,d1a6ia1
1a6i,A,P0ACT4,19243,d1a6ia2
1a6j,A,P69829,40915,d1a6ja_
1a6j,B,P69829,40916,d1a6jb_
1a6k,A,P02185,15019,d1a6ka_
1a6l,A,P00214,38966,d1a6la_
1a6m,A,P02185,15018,d1a6ma_
1a6n,A,P02185,15022,d1a6na_
1a6p,A,P08921,19748,d1a6pa_
1a6p,B,P08921,19749,d1a6pb_
1a6q,A,P35813,75801,d1a6qa1
1a6q,A,P35813,75802,d1a6qa2
1a6r,A,Q01532,37033,d1a6ra_
1a6s,A,P03322,18134,d1a6sa_
1a6u,L,P01724,20254,d1a6ul_
1a6v,L,P01724,20256,d1a6vl_
1a6v,M,P01724,20258,d1a6vm_
1a6v,N,P01724,20260,d1a6vn_
1a6w,L,P01724,20252,d1a6wl_
1a6x,A,P0ABD8,28215,d1a6xa_
1a6y,A,P20393,45131,d1a6ya_
1a6y,B,P20393,45132,d1a6yb_
1a6z,A,Q30201,20781,d1a6za1
1a6z,A,Q30201,38280,d1a6za2
1a6z,B,P61769,20782,d1a6zb_
1a6z,C,Q30201,20783,d1a6zc1
1a6z,C,Q30201,38281,d1a6zc2
1a6z,D,P61769,20784,d1a6zd_
1a70,A,P00221,37678,d1a70a_
1a71,A,P00327,24673,d1a71a1
1a71,A,P00327,29689,d1a71a2
1a71,B,P00327,24674,d1a71b1
1a71,B,P00327,29690,d1a71b2
1a72,A,P00327,24699,d1a72a1
1a72,A,P00327,29715,d1a72a2
1a73,A,Q94702,37145,d1a73a_
1a73,B,Q94702,37146,d1a73b_
1a74,A,Q94702,37155,d1a74a_
1a74,B,Q94702,37156,d1a74b_
1a75,A,P02621,17216,d1a75a_
1a75,B,P02621,17217,d1a75b_
1a76,A,Q58839,18091,d1a76a1
1a76,A,Q58839,33361,d1a76a2
1a77,A,Q58839,18090,d1a77a1
1a77,A,Q58839,33360,d1a77a2
1a78,A,P56217,24212,d1a78a_
1a78,B,P56217,24213,d1a78b_
1a79,A,Q58819,33340,d1a79a1
1a79,A,Q58819,39739,d1a79a2
1a79,B,Q58819,33341,d1a79b1
1a79,B,Q58819,39740,d1a79b2
1a79,C,Q58819,33342,d1a79c1
1a79,C,Q58819,39741,d1a79c2
1a79,D,Q58819,33343,d1a79d1
1a79,D,Q58819,39742,d1a79d2
1a7a,A,P23526,30104,d1a7aa1
1a7a,A,P23526,31364,d1a7aa2
1a7a,B,P23526,30105,d1a7ab1
1a7a,B,P23526,31365,d1a7ab2
1a7b,A,P08921,19754,d1a7ba_
1a7b,B,P08921,19755,d1a7bb_
1a7b,C,P08921,19756,d1a7bc_
1a7b,D,P08921,19757,d1a7bd_
1a7c,A,P05121,42660,d1a7ca_
1a7d,A,P02247,16582,d1a7da_
1a7e,A,P02247,16583,d1a7ea_
1a7f,A,P01308,43943,d1a7f.1
1a7f,B,P01308,43943,d1a7f.1
1a7g,E,P17383,39220,d1a7ge_
1a7h,A,P06504,23600,d1a7ha_
1a7h,B,P06504,23601,d1a7hb_
1a7i,A,Q05158,45143,d1a7ia1
1a7i,A,Q05158,45144,d1a7ia2
1a7j,A,P12033,31952,d1a7ja_
1a7k,A,Q27890,30008,d1a7ka1
1a7k,A,Q27890,39923,d1a7ka2
1a7k,B,Q27890,30009,d1a7kb1
1a7k,B,Q27890,39924,d1a7kb2
1a7k,C,Q27890,30010,d1a7kc1
1a7k,C,Q27890,39925,d1a7kc2
1a7k,D,Q27890,30011,d1a7kd1
1a7k,D,Q27890,39926,d1a7kd2
1a7l,A,P0AEX9,35787,d1a7la_
1a7l,B,P0AEX9,35788,d1a7lb_
1a7l,C,P0AEX9,35789,d1a7lc_
1a7m,A,P09056,16830,d1a7ma_
1a7n,H,P01820,19941,d1a7nh_
1a7n,L,P01635,19940,d1a7nl_
1a7o,H,P01820,19943,d1a7oh_
1a7o,L,P01635,19942,d1a7ol_
1a7p,H,P01820,19951,d1a7ph_
1a7p,L,P01635,19950,d1a7pl_
1a7q,H,P01820,19955,d1a7qh_
1a7q,L,P01635,19954,d1a7ql_
1a7r,H,P01820,19945,d1a7rh_
1a7r,L,P01635,19944,d1a7rl_
1a7s,A,P20160,26284,d1a7sa_
1a7t,A,P25910,42041,d1a7ta_
1a7t,B,P25910,42042,d1a7tb_
1a7u,A,O31168,34705,d1a7ua_
1a7u,B,O31168,34706,d1a7ub_
1a7v,A,P00149,16562,d1a7va_
1a7v,B,P00149,16563,d1a7vb_
1a7w,A,P19267,16477,d1a7wa_
1a7x,A,P62942,38405,d1a7xa_
1a7x,B,P62942,38406,d1a7xb_
1a80,A,P06632,28700,d1a80a_
1a81,A,P43405,40507,d1a81a1
1a81,A,P43405,40508,d1a81a2
1a81,C,P43405,40509,d1a81c1
1a81,C,P43405,40510,d1a81c2
1a81,E,P43405,40511,d1a81e1
1a81,E,P43405,40512,d1a81e2
1a81,G,P43405,40513,d1a81g1
1a81,G,P43405,40514,d1a81g2
1a81,I,P43405,40515,d1a81i1
1a81,I,P43405,40516,d1a81i2
1a81,K,P43405,40517,d1a81k1
1a81,K,P43405,40518,d1a81k2
1a82,A,P13000,32211,d1a82a_
1a85,A,P22894,40355,d1a85a_
1a86,A,P22894,40354,d1a86a_
1a87,A,P08083,43380,d1a87a_
1a88,A,P49323,34707,d1a88a_
1a88,B,P49323,34708,d1a88b_
1a88,C,P49323,34709,d1a88c_
1a8a,A,P14668,18169,d1a8aa_
1a8b,A,P14668,18171,d1a8ba_
1a8c,A,P95339,15833,d1a8ca_
1a8d,A,P04958,24262,d1a8da1
1a8d,A,P04958,25607,d1a8da2
1a8e,A,P02787,35888,d1a8ea_
1a8f,A,P02787,35890,d1a8fa_
1a8g,A,P03367,26660,d1a8ga_
1a8g,B,P03367,26661,d1a8gb_
1a8h,A,P23395,16922,d1a8ha1
1a8h,A,P23395,31589,d1a8ha2
1a8i,A,P00489,35490,d1a8ia_
1a8j,H,P01709,20598,d1a8jh1
1a8j,H,P01709,21505,d1a8jh2
1a8j,L,P01709,20597,d1a8jl1
1a8j,L,P01709,21504,d1a8jl2
1a8k,A,P03367,26625,d1a8ka_
1a8k,B,P03367,26626,d1a8kb_
1a8k,D,P03367,26627,d1a8kd_
1a8k,E,P03367,26628,d1a8ke_
1a8l,A,Q51760,32777,d1a8la1
1a8l,A,Q51760,32778,d1a8la2
1a8m,A,P01375,23868,d1a8ma_
1a8m,B,P01375,23869,d1a8mb_
1a8m,C,P01375,23870,d1a8mc_
1a8o,A,P12497,16953,d1a8oa_
1a8p,A,Q44532,25654,d1a8pa1
1a8p,A,Q44532,31544,d1a8pa2
1a8q,A,P33912,34702,d1a8qa_
1a8r,A,P0A6T5,40587,d1a8ra_
1a8r,B,P0A6T5,40588,d1a8rb_
1a8r,C,P0A6T5,40589,d1a8rc_
1a8r,D,P0A6T5,40590,d1a8rd_
1a8r,E,P0A6T5,40591,d1a8re_
1a8r,F,P0A6T5,40592,d1a8rf_
1a8r,G,P0A6T5,40593,d1a8rg_
1a8r,H,P0A6T5,40594,d1a8rh_
1a8r,I,P0A6T5,40595,d1a8ri_
1a8r,J,P0A6T5,40596,d1a8rj_
1a8r,K,P0A6T5,40597,d1a8rk_
1a8r,L,P0A6T5,40598,d1a8rl_
1a8r,M,P0A6T5,40599,d1a8rm_
1a8r,N,P0A6T5,40600,d1a8rn_
1a8r,O,P0A6T5,40601,d1a8ro_
1a8s,A,O31158,34710,d1a8sa_
1a8t,A,P25910,42051,d1a8ta_
1a8t,B,P25910,42052,d1a8tb_
1a8u,A,O31168,34703,d1a8ua_
1a8u,B,O31168,34704,d1a8ub_
1a8v,A,P0AG30,64712,d1a8va1
1a8v,A,P0AG30,64713,d1a8va2
1a8v,B,P0AG30,64714,d1a8vb1
1a8v,B,P0AG30,64715,d1a8vb2
1a8y,A,P07221,32781,d1a8ya1
1a8y,A,P07221,32782,d1a8ya2
1a8y,A,P07221,32783,d1a8ya3
1a8z,A,P0C918,23020,d1a8za_
1a90,A,P01038,38001,d1a90a_
1a91,A,P68699,43635,d1a91a_
1a92,A,P25989,45791,d1a92a_
1a92,B,P25989,45792,d1a92b_
1a92,C,P25989,45793,d1a92c_
1a92,D,P25989,45794,d1a92d_
1a93,A,P01106,45543,d1a93a_
1a93,B,P28574,45545,d1a93b_
1a94,A,P03367,26599,d1a94a_
1a94,B,P03367,26600,d1a94b_
1a94,D,P03367,26601,d1a94d_
1a94,E,P03367,26602,d1a94e_
1a95,A,P0A9M5,34013,d1a95a_
1a95,B,P0A9M5,34014,d1a95b_
1a95,C,P0A9M5,34015,d1a95c_
1a95,D,P0A9M5,34016,d1a95d_
1a96,A,P0A9M5,34017,d1a96a_
1a96,B,P0A9M5,34018,d1a96b_
1a96,C,P0A9M5,34019,d1a96c_
1a96,D,P0A9M5,34020,d1a96d_
1a97,A,P0A9M5,34023,d1a97a_
1a97,B,P0A9M5,34024,d1a97b_
1a97,C,P0A9M5,34025,d1a97c_
1a97,D,P0A9M5,34026,d1a97d_
1a98,A,P0A9M5,34021,d1a98a_
1a98,B,P0A9M5,34022,d1a98b_
1a99,A,P31133,35812,d1a99a_
1a99,B,P31133,35813,d1a99b_
1a99,C,P31133,35814,d1a99c_
1a99,D,P31133,35815,d1a99d_
1a9b,A,P01889,20759,d1a9ba1
1a9b,A,P01889,38269,d1a9ba2
1a9b,B,P61769,20760,d1a9bb_
1a9b,D,P01889,20761,d1a9bd1
1a9b,D,P01889,38270,d1a9bd2
1a9b,E,P61769,20762,d1a9be_
1a9c,A,P0A6T5,40602,d1a9ca_
1a9c,B,P0A6T5,40603,d1a9cb_
1a9c,C,P0A6T5,40604,d1a9cc_
1a9c,D,P0A6T5,40605,d1a9cd_
1a9c,E,P0A6T5,40606,d1a9ce_
1a9c,F,P0A6T5,40607,d1a9cf_
1a9c,G,P0A6T5,40608,d1a9cg_
1a9c,H,P0A6T5,40609,d1a9ch_
1a9c,I,P0A6T5,40610,d1a9ci_
1a9c,J,P0A6T5,40611,d1a9cj_
1a9c,K,P0A6T5,40612,d1a9ck_
1a9c,L,P0A6T5,40613,d1a9cl_
1a9c,M,P0A6T5,40614,d1a9cm_
1a9c,N,P0A6T5,40615,d1a9cn_
1a9c,O,P0A6T5,40616,d1a9co_
1a9e,A,P01889,20757,d1a9ea1
1a9e,A,P01889,38268,d1a9ea2
1a9e,B,P61769,20758,d1a9eb_
1a9m,A,P03366,26642,d1a9ma_
1a9m,B,P03366,26643,d1a9mb_
1a9n,A,P09661,30875,d1a9na_
1a9n,B,P08579,39165,d1a9nb_
1a9n,C,P09661,30876,d1a9nc_
1a9n,D,P08579,39166,d1a9nd_
1a9o,A,P55859,33770,d1a9oa_
1a9p,A,P55859,33774,d1a9pa_
1a9q,A,P55859,33769,d1a9qa_
1a9r,A,P55859,33767,d1a9ra_
1a9s,A,P55859,33768,d1a9sa_
1a9t,A,P55859,33765,d1a9ta_
1a9u,A,Q16539,41646,d1a9ua_
1a9v,A,P49278,21946,d1a9va_
1a9w,A,P69905,15359,d1a9wa_
1a9w,C,P69905,15360,d1a9wc_
1a9w,E,P02100,15551,d1a9we_
1a9w,F,P02100,15552,d1a9wf_
1a9x,A,P00968,18550,d1a9xa1
1a9x,A,P00968,31479,d1a9xa2
1a9x,A,P00968,31657,d1a9xa3
1a9x,A,P00968,31658,d1a9xa4
1a9x,A,P00968,41502,d1a9xa5
1a9x,A,P00968,41503,d1a9xa6
1a9x,B,P0A6F1,30732,d1a9xb1
1a9x,B,P0A6F1,31409,d1a9xb2
1a9x,C,P00968,18551,d1a9xc1
1a9x,C,P00968,31480,d1a9xc2
1a9x,C,P00968,31659,d1a9xc3
1a9x,C,P00968,31660,d1a9xc4
1a9x,C,P00968,41504,d1a9xc5
1a9x,C,P00968,41505,d1a9xc6
1a9x,D,P0A6F1,30733,d1a9xd1
1a9x,D,P0A6F1,31410,d1a9xd2
1a9x,E,P00968,18552,d1a9xe1
1a9x,E,P00968,31481,d1a9xe2
1a9x,E,P00968,31661,d1a9xe3
1a9x,E,P00968,31662,d1a9xe4
1a9x,E,P00968,41506,d1a9xe5
1a9x,E,P00968,41507,d1a9xe6
1a9x,F,P0A6F1,30734,d1a9xf1
1a9x,F,P0A6F1,31411,d1a9xf2
1a9x,G,P00968,18553,d1a9xg1
1a9x,G,P00968,31482,d1a9xg2
1a9x,G,P00968,31663,d1a9xg3
1a9x,G,P00968,31664,d1a9xg4
1a9x,G,P00968,41508,d1a9xg5
1a9x,G,P00968,41509,d1a9xg6
1a9x,H,P0A6F1,30735,d1a9xh1
1a9x,H,P0A6F1,31412,d1a9xh2
1a9y,A,P09147,29789,d1a9ya_
1a9z,A,P09147,29795,d1a9za_
1aa0,A,P10104,45659,d1aa0a_
1aa1,B,P00875,29348,d1aa1b1
1aa1,B,P00875,39254,d1aa1b2
1aa1,C,Q43832,39638,d1aa1c_
1aa1,E,P00875,29349,d1aa1e1
1aa1,E,P00875,39255,d1aa1e2
1aa1,F,Q43832,39639,d1aa1f_
1aa1,H,P00875,29350,d1aa1h1
1aa1,H,P00875,39256,d1aa1h2
1aa1,I,Q43832,39640,d1aa1i_
1aa1,L,P00875,29347,d1aa1l1
1aa1,L,P00875,39253,d1aa1l2
1aa1,S,Q43832,39637,d1aa1s_
1aa2,A,Q01082,17395,d1aa2a_
1aa3,A,P0A7G6,38769,d1aa3a_
1aa4,A,P00431,18625,d1aa4a_
1aa6,A,P07658,26916,d1aa6a1
1aa6,A,P07658,35324,d1aa6a2
1aa7,A,P03485,18741,d1aa7a_
1aa7,B,P03485,18742,d1aa7b_
1aa9,A,P01112,32001,d1aa9a_
1aab,A,P63159,16420,d1aaba_
1aac,A,P22364,22838,d1aaca_
1aaf,A,P05961,45166,d1aafa_
1aaj,A,P22364,22841,d1aaja_
1aal,A,P00974,44472,d1aala_
1aal,B,P00974,44473,d1aalb_
1aam,A,P00509,34347,d1aama_
1aan,A,P22364,22842,d1aana_
1aap,A,P05067,44543,d1aapa_
1aap,B,P05067,44544,d1aapb_
1aaq,A,P03367,26688,d1aaqa_
1aaq,B,P03367,26689,d1aaqb_
1aar,A,P0CH28,37586,d1aara_
1aar,B,P0CH28,37587,d1aarb_
1aat,A,P00504,34275,d1aata_
1aat,B,P00504,118408,d1aatb_
1aaw,A,P00509,34323,d1aawa_
1aax,A,P18031,32657,d1aaxa_
1aay,A,P08046,45001,d1aaya1
1aay,A,P08046,45002,d1aaya2
1aay,A,P08046,45003,d1aaya3
1aaz,A,P00276,32761,d1aaza_
1aaz,B,P00276,32762,d1aazb_
1ab0,A,P04117,27190,d1ab0a_
1ab1,A,P01542,44620,d1ab1a_
1ab2,A,P00519,40506,d1ab2a_
1ab3,A,P80378,16395,d1ab3a_
1ab4,A,P0AES4,43251,d1ab4a_
1ab5,A,P0AE67,31056,d1ab5a_
1ab5,B,P0AE67,31057,d1ab5b_
1ab6,A,P0AE67,31054,d1ab6a_
1ab6,B,P0AE67,31055,d1ab6b_
1ab7,A,P11540,30835,d1ab7a_
1ab8,A,P26769,39414,d1ab8a_
1ab8,B,P26769,39415,d1ab8b_
1ab9,A,P00766,26022,d1ab9.1
1ab9,B,P00766,26022,d1ab9.1
1ab9,C,P00766,26022,d1ab9.1
1aba,A,P00276,32760,d1abaa_
1abb,A,P00489,35536,d1abba_
1abb,B,P00489,35537,d1abbb_
1abb,C,P00489,35538,d1abbc_
1abb,D,P00489,35539,d1abbd_
1abe,A,P02924,35648,d1abea_
1abf,A,P02924,35652,d1abfa_
1abi,H,P00734,26137,d1abi.1
1abi,L,P00734,26137,d1abi.1
1abj,H,P00734,26161,d1abj.1
1abj,L,P00734,26161,d1abj.1
1abn,A,P15121,28683,d1abna_
1abo,A,P00520,24474,d1aboa_
1abo,B,P00520,24475,d1abob_
1abq,A,P00520,24476,d1abqa_
1abr,A,P11140,42196,d1abra_
1abr,B,P11140,25563,d1abrb1
1abr,B,P11140,25564,d1abrb2
1abs,A,P02185,15034,d1absa_
1abt,A,P60615,44426,d1abta_
1abv,A,P0ABA4,18317,d1abva_
1abw,A,P69905,15288,d1abwa1
1abw,A,P69905,15289,d1abwa2
1abw,B,P68871,15467,d1abwb_
1abw,D,P68871,15468,d1abwd_
1aby,A,P69905,15349,d1abya1
1aby,A,P69905,15350,d1abya2
1aby,B,P68871,15527,d1abyb_
1aby,D,P68871,15528,d1abyd_
1ac0,A,P69328,22526,d1ac0a_
1ac1,A,P0AEG4,90326,d1ac1a_
1ac1,B,P0AEG4,90327,d1ac1b_
1ac4,A,P00431,18657,d1ac4a_
1ac5,A,P09620,34653,d1ac5a_
1ac6,A,Q5R1F5,20606,d1ac6a_
1ac6,B,Q5R1F5,20607,d1ac6b_
1ac8,A,P00431,18645,d1ac8a_
1aca,A,P07107,16367,d1acaa_
1acb,E,P00766,26040,d1acbe_
1acb,I,P01051,38565,d1acbi_
1acc,A,P13423,43828,d1acca_
1acd,A,P04117,27197,d1acda_
1acf,A,Q95VF7,40882,d1acfa_
1aci,A,P56210,16246,d1acia_
1acj,A,P04058,34588,d1acja_
1acl,A,P04058,34590,d1acla_
1acm,A,P0A786,35180,d1acma1
1acm,A,P0A786,35181,d1acma2
1acm,B,P0A7F3,39055,d1acmb1
1acm,B,P0A7F3,45307,d1acmb2
1acm,C,P0A786,35182,d1acmc1
1acm,C,P0A786,35183,d1acmc2
1acm,D,P0A7F3,39056,d1acmd1
1acm,D,P0A7F3,45308,d1acmd2
1aco,A,P20004,30723,d1acoa1
1aco,A,P20004,35399,d1acoa2
1acp,A,P0A6A8,16931,d1acpa_
1acv,A,P0AEG4,90328,d1acva_
1acv,B,P0AEG4,90329,d1acvb_
1acw,A,P56215,44163,d1acwa_
1acx,A,P01551,22211,d1acxa_
1acy,H,P01869,19885,d1acyh1
1acy,H,P01869,20981,d1acyh2
1acz,A,P69328,22524,d1acza_
1ad1,A,O05701,29668,d1ad1a_
1ad1,B,O05701,29669,d1ad1b_
1ad2,A,P27150,43353,d1ad2a_
1ad3,A,P11883,35335,d1ad3a_
1ad3,B,P11883,35336,d1ad3b_
1ad4,A,O05701,29670,d1ad4a_
1ad4,B,O05701,29671,d1ad4b_
1ad5,A,P08631,24505,d1ad5a1
1ad5,A,P08631,40491,d1ad5a2
1ad5,A,P08631,41681,d1ad5a3
1ad5,B,P08631,24506,d1ad5b1
1ad5,B,P08631,40492,d1ad5b2
1ad5,B,P08631,41682,d1ad5b3
1ad6,A,P06400,18390,d1ad6a_
1ad7,A,P07231,46229,d1ad7a_
1ad8,H,P00734,26114,d1ad8.1
1ad8,L,P00734,26114,d1ad8.1
1adb,A,P00327,24683,d1adba1
1adb,A,P00327,29699,d1adba2
1adb,B,P00327,24684,d1adbb1
1adb,B,P00327,29700,d1adbb2
1adc,A,P00327,24702,d1adca1
1adc,A,P00327,29718,d1adca2
1adc,B,P00327,24703,d1adcb1
1adc,B,P00327,29719,d1adcb2
1add,A,P03958,29020,d1adda_
1ade,A,P0A7D4,32213,d1adea_
1ade,B,P0A7D4,32214,d1adeb_
1adf,A,P00327,24701,d1adfa1
1adf,A,P00327,29717,d1adfa2
1adg,A,P00327,24700,d1adga1
1adg,A,P00327,29716,d1adga2
1adi,A,P0A7D4,32233,d1adia_
1adi,B,P0A7D4,32234,d1adib_
1adj,A,P56194,33188,d1adja1
1adj,A,P56194,40737,d1adja2
1adj,B,P56194,33189,d1adjb1
1adj,B,P56194,40738,d1adjb2
1adj,C,P56194,33190,d1adjc1
1adj,C,P56194,40739,d1adjc2
1adj,D,P56194,33191,d1adjd1
1adj,D,P56194,40740,d1adjd2
1adl,A,P04117,27186,d1adla_
1adn,A,P06134,45348,d1adna_
1ado,A,P00883,29124,d1adoa_
1ado,B,P00883,29125,d1adob_
1ado,C,P00883,29126,d1adoc_
1ado,D,P00883,29127,d1adod_
1adq,A,P01861,21518,d1adqa1
1adq,A,P01861,21519,d1adqa2
1adr,A,P69202,17042,d1adra_
1ads,A,P15121,28671,d1adsa_
1adu,A,P03265,17888,d1adua1
1adu,A,P03265,45363,d1adua2
1adu,A,P03265,45369,d1adua3
1adu,B,P03265,17889,d1adub1
1adu,B,P03265,45364,d1adub2
1adu,B,P03265,45370,d1adub3
1adv,A,P03265,17891,d1adva1
1adv,A,P03265,45366,d1adva2
1adv,A,P03265,45372,d1adva3
1adv,B,P03265,17892,d1advb1
1adv,B,P03265,45367,d1advb2
1adv,B,P03265,45373,d1advb3
1adw,A,P80401,22893,d1adwa_
1adw,B,P80401,22894,d1adwb_
1adx,A,P07204,44315,d1adxa_
1ady,A,P56194,33192,d1adya1
1ady,A,P56194,40741,d1adya2
1ady,B,P56194,33193,d1adyb1
1ady,B,P56194,40742,d1adyb2
1ady,C,P56194,33194,d1adyc1
1ady,C,P56194,40743,d1adyc2
1ady,D,P56194,33195,d1adyd1
1ady,D,P56194,40744,d1adyd2
1adz,A,P10646,44542,d1adza_
1ae1,A,P50162,29943,d1ae1a_
1ae1,B,P50162,29944,d1ae1b_
1ae2,A,P69543,25382,d1ae2a_
1ae3,A,P69543,25381,d1ae3a_
1ae4,A,P50578,28689,d1ae4a_
1ae5,A,P20160,26285,d1ae5a_
1ae6,H,Q99LC4,20211,d1ae6h1
1ae6,H,Q99LC4,21223,d1ae6h2
1ae7,A,P00608,19553,d1ae7a_
1ae8,H,P00734,26101,d1ae8.1
1ae8,L,P00734,26101,d1ae8.1
1ae9,A,P03700,42153,d1ae9a_
1ae9,B,P03700,42154,d1ae9b_
1aeb,A,P00431,18646,d1aeba_
1aec,A,P00785,37003,d1aeca_
1aed,A,P00431,18647,d1aeda_
1aee,A,P00431,18648,d1aeea_
1aef,A,P00431,18649,d1aefa_
1aeg,A,P00431,18650,d1aega_
1aeh,A,P00431,18651,d1aeha_
1aei,A,P26256,18180,d1aeia_
1aei,B,P26256,18181,d1aeib_
1aei,C,P26256,18182,d1aeic_
1aei,D,P26256,18183,d1aeid_
1aei,E,P26256,18184,d1aeie_
1aei,F,P26256,18185,d1aeif_
1aej,A,P00431,18652,d1aeja_
1aek,A,P00431,18653,d1aeka_
1ael,A,P02693,27180,d1aela_
1aem,A,P00431,18654,d1aema_
1aen,A,P00431,18658,d1aena_
1aeo,A,P00431,18659,d1aeoa_
1aep,A,P10762,18139,d1aepa_
1aeq,A,P00431,18655,d1aeqa_
1aer,A,P11439,42249,d1aera_
1aer,B,P11439,42250,d1aerb_
1aes,A,P00431,18642,d1aesa_
1aet,A,P00431,18643,d1aeta_
1aeu,A,P00431,18660,d1aeua_
1aev,A,P00431,18656,d1aeva_
1aew,A,P02791,16676,d1aewa_
1aex,A,P00644,24854,d1aexa_
1aey,A,P07751,24496,d1aeya_
1af0,A,P23694,28017,d1af0a1
1af0,A,P23694,40301,d1af0a2
1af2,A,P0ABF6,36026,d1af2a1
1af2,A,P0ABF6,36027,d1af2a2
1af3,A,P53563,43397,d1af3a_
1af4,A,P00780,32500,d1af4a_
1af5,A,P05725,40572,d1af5a_
1af6,A,P02943,43772,d1af6a_
1af6,B,P02943,43773,d1af6b_
1af6,C,P02943,43774,d1af6c_
1af7,A,P07801,17928,d1af7a1
1af7,A,P07801,34203,d1af7a2
1af8,A,Q02054,16932,d1af8a_
1af9,A,P04958,24266,d1af9a1
1af9,A,P04958,25611,d1af9a2
1afa,1,P19999,42402,d1afa11
1afa,1,P19999,45413,d1afa12
1afa,2,P19999,42403,d1afa21
1afa,2,P19999,45414,d1afa22
1afa,3,P19999,42404,d1afa31
1afa,3,P19999,45415,d1afa32
1afb,1,P19999,42384,d1afb11
1afb,1,P19999,45392,d1afb12
1afb,2,P19999,42385,d1afb21
1afb,2,P19999,45393,d1afb22
1afb,3,P19999,42386,d1afb31
1afb,3,P19999,45394,d1afb32
1afc,A,P03968,25506,d1afca_
1afc,B,P03968,25507,d1afcb_
1afc,C,P03968,25508,d1afcc_
1afc,D,P03968,25509,d1afcd_
1afc,E,P03968,25510,d1afce_
1afc,F,P03968,25511,d1afcf_
1afc,G,P03968,25512,d1afcg_
1afc,H,P03968,25513,d1afch_
1afd,1,P19999,42408,d1afd11
1afd,1,P19999,45416,d1afd12
1afd,2,P19999,42409,d1afd21
1afd,2,P19999,45417,d1afd22
1afd,3,P19999,42410,d1afd31
1afd,3,P19999,45418,d1afd32
1afe,H,P00734,26110,d1afe.1
1afe,L,P00734,26110,d1afe.1
1afh,A,P19656,17816,d1afha_
1afi,A,P04129,39339,d1afia_
1afj,A,P04129,39338,d1afja_
1afk,A,P61823,37199,d1afka_
1afk,B,P61823,37200,d1afkb_
1afl,A,P61823,37208,d1afla_
1afl,B,P61823,37209,d1aflb_
1afo,A,P02724,46257,d1afoa_
1afo,B,P02724,46258,d1afob_
1afp,A,P17737,44947,d1afpa_
1afq,A,P00766,26027,d1afq.1
